Timestamp,Temperature,Humidity,PH,Rainfall,Nitrogen,Phosphorus,Potassium,Organic_matter,Wind_speed,CO2_concentration,Soil_moisture,Plant_id,Sensor_id 
4/1/2025 8:00,19.97215954,57.68272924,6.596060648,60.65171481,73,58,21,5.081608308,16.29883251,409.4140462,27.03065827,104,104
5/1/2025 8:00,18.47891261,62.69503871,5.970458434,65.43835393,61,38,20,2.367882778,17.6680332,422.2249571,26.64690297,105,105
6/1/2025 8:00,21.77689322,57.80840636,6.158830619,102.0861694,68,41,16,7.960865246,5.541549681,427.2914501,16.91611572,106,106
7/1/2025 8:00,25.6217169,66.50415474,6.047906679,105.4654703,93,41,17,9.169777905,19.11508391,361.9329795,23.18737758,107,107
8/1/2025 8:00,25.19192419,66.6902901,5.913664501,78.06639649,89,60,19,6.035312524,12.40660051,375.0466957,23.96198765,108,108
9/1/2025 8:00,20.41683147,62.5542482,5.855442401,65.27798457,76,44,17,8.104929797,11.34243797,365.603628,25.43969222,109,109
10/1/2025 8:00,24.92162194,66.78627406,5.750254943,109.2162279,67,60,25,3.287584989,4.952370142,410.5604998,18.81080995,110,110
11/1/2025 8:00,23.31689124,73.4541537,5.852607099,94.29712821,70,44,19,3.243790608,10.70675035,394.4056602,18.35536638,111,111
12/1/2025 8:00,24.84016732,68.3584573,6.472523287,74.05474936,90,49,21,1.034439939,13.77391153,366.4956707,15.47557541,112,112
13/1/2025 8:00,22.27526694,58.84015925,6.967057762,63.87020584,62,52,16,4.311333352,6.868265821,362.5184062,28.81810743,113,113
14/1/2025 8:00,18.87751445,65.76816093,6.082973754,94.76189431,92,44,16,3.699982789,5.342120631,411.5608583,16.51598934,114,114
15/1/2025 8:00,25.19008683,60.2001687,5.919045532,72.12375573,66,54,21,1.632583203,19.14571854,351.6591447,20.22015916,115,115
16/1/2025 8:00,18.25405352,55.28220433,6.204747653,63.72358154,63,58,22,1.17251688,6.478686876,357.8076384,29.56440922,116,116
17/1/2025 8:00,24.6129118,70.4162444,6.600827017,104.1626147,70,47,17,6.401624076,12.04576264,392.7139043,20.02109254,117,117
18/1/2025 8:00,25.1420613,65.26185135,6.021902237,76.68456006,61,41,17,4.87563866,12.4210206,395.6082094,29.56406578,118,118
19/1/2025 8:00,23.09348056,60.1159381,6.033550195,65.49730729,66,53,19,6.419780586,15.69418458,394.984592,17.77730801,119,119
20/1/2025 8:00,18.05033737,62.89366992,6.28886807,84.23613484,74,55,19,2.640846092,18.63277518,380.7963324,28.36188305,120,120
21/1/2025 8:00,24.9321581,73.80435276,6.550563823,79.74078719,77,57,21,6.71795463,15.48485448,386.8619028,25.08406623,121,121
22/1/2025 8:00,18.14710054,71.09445342,5.573286437,88.07753741,99,50,15,6.918472122,16.88292085,371.8112028,16.48383177,122,122
23/1/2025 8:00,18.28362235,66.65952796,6.829199275,80.97573281,74,56,22,5.316890645,17.98808005,364.6793402,10.55732789,123,123
24/1/2025 8:00,18.83344471,58.75082029,5.716222912,79.7532896,83,45,21,9.290833683,0.002869983,435.2843445,20.70909764,124,124
25/1/2025 8:00,25.71895816,67.22190688,5.54990242,74.51490791,100,48,16,2.366770897,13.94758059,431.9805904,21.22619486,125,125
26/1/2025 8:00,25.33797709,68.49835977,6.586244581,96.46380213,79,51,16,8.410889148,12.72537471,417.6657457,26.55030087,126,126
27/1/2025 8:00,23.89114571,57.48775781,5.893093135,102.8301942,94,39,18,3.340256732,14.65783855,414.8819147,19.78396891,127,127
28/1/2025 8:00,21.53574127,71.50905983,5.918263801,102.4852929,75,49,15,4.107909746,0.435166968,393.0346069,13.36699853,128,128
29/1/2025 8:00,23.08974909,63.10459626,5.588650585,70.43473609,78,48,22,7.131052626,1.131060427,374.7561367,11.76691167,129,129
30/1/2025 8:00,25.61707368,63.4711755,6.576418207,108.8303762,87,54,20,1.451410966,0.787709812,402.9487954,20.70903959,130,130
31/1/2025 8:00,21.44526922,63.1621551,6.178056304,65.88951188,87,35,25,9.090438413,9.636454276,437.6674881,12.02436514,131,131
1/2/2025 8:00,18.51816776,55.53128131,6.641906353,90.988051,63,43,19,8.290345463,15.77052003,360.1340385,10.82566771,132,132
2/2/2025 8:00,22.53510514,67.99257471,6.489040367,64.40866039,84,57,25,7.908178585,12.3311079,393.3839594,10.31015108,133,133
3/2/2025 8:00,23.02038334,61.89472002,5.680361038,63.03843397,64,35,23,5.89207343,6.930290325,391.6898361,25.9949388,134,134
4/2/2025 8:00,24.89364635,65.61418761,6.625404348,87.9298085,60,46,22,9.110038221,5.655700626,390.8242423,16.11860233,135,135
5/2/2025 8:00,25.77175115,74.089114,6.524478032,107.4931917,98,44,21,7.406696247,15.37759481,380.3692119,16.1814756,136,136
6/2/2025 8:00,19.39851734,62.35750641,5.696205468,60.95197486,75,56,18,9.441555379,11.44069074,403.2726883,15.50971961,137,137
7/2/2025 8:00,21.54156232,59.64024162,6.803931519,109.7515385,86,55,21,7.539780824,13.95379633,422.9332074,25.40648231,138,138
8/2/2025 8:00,23.79746068,74.82913698,6.252797548,91.76337172,98,35,18,6.160676197,5.310167614,431.1193254,22.69190531,139,139
9/2/2025 8:00,18.9802729,74.52600826,6.092725883,94.26249353,76,57,18,1.54582547,10.82320772,449.6986956,28.78459201,140,140
10/2/2025 8:00,24.10859207,73.13112261,6.234330356,71.07562236,99,56,17,9.333546192,12.64711527,428.6027602,14.69504496,141,141
11/2/2025 8:00,24.7947077,70.04556743,5.722579819,76.72860067,60,44,23,8.579635315,6.967887725,366.4128541,17.6264287,142,142
12/2/2025 8:00,21.63162756,60.27766379,6.430616465,69.21803098,74,48,17,3.747302982,3.353474748,424.6763097,25.58405607,143,143
13/2/2025 8:00,25.37548751,57.21025565,5.983952675,101.7004306,89,60,17,1.133353992,12.19361382,397.4477448,24.39528013,144,144
14/2/2025 8:00,22.21738222,72.85462807,6.80163854,106.6213157,69,51,23,1.402528083,7.247076082,420.9445595,22.42338642,145,145
15/2/2025 8:00,20.58314011,69.00128641,6.499936446,66.29390357,96,46,22,3.178371541,6.263832316,437.9304509,14.48966526,146,146
16/2/2025 8:00,24.87502824,68.74248334,6.265564338,91.26056654,61,60,15,4.640238747,18.38791522,444.7979525,21.2604145,147,147
17/2/2025 8:00,20.03728219,56.35606753,6.727303282,109.024141,74,58,18,4.610375789,11.60552382,417.0069817,25.00861028,148,148
18/2/2025 8:00,25.95263264,61.89082199,6.325235159,99.57981207,74,43,23,9.254137837,10.12515364,393.7830109,27.45962738,149,149
19/2/2025 8:00,19.28889933,65.47050802,6.807487794,71.3195307,63,43,17,1.662285212,11.56801353,411.3180857,28.43589067,150,150
20/2/2025 8:00,20.57981887,65.34583901,6.671085817,78.34604471,99,36,20,4.56764004,17.26621287,352.7645761,25.40556138,151,151
21/2/2025 8:00,24.71417533,56.73426469,6.648725327,88.45361858,77,36,23,1.957987265,18.90717371,354.6669245,28.44376992,152,152
22/2/2025 8:00,20.27317074,63.91281869,6.439071996,62.50351892,87,60,23,5.375129377,8.715019816,430.724221,17.17708781,153,153
23/2/2025 8:00,18.41932981,64.23580251,6.474476516,76.41312437,60,38,17,3.246225076,13.71894693,385.2710083,20.86003941,154,154
24/2/2025 8:00,23.39128187,61.74427165,5.871647806,107.3198135,94,54,17,3.814075767,2.148343142,387.5190857,20.17302945,155,155
25/2/2025 8:00,19.84939404,61.24500053,5.730617109,100.7689246,95,38,22,4.42848842,17.99456688,422.4579099,27.24057149,156,156
26/2/2025 8:00,21.869274,61.91044947,5.850439831,107.2681929,84,44,21,7.232329331,14.51739234,429.3851954,25.75189006,157,157
27/2/2025 8:00,22.8056033,56.50768935,5.791649933,101.5952794,77,58,19,1.21350705,3.175390523,421.1541811,14.63380587,158,158
28/2/2025 8:00,19.0781471,69.02298571,6.740000688,80.72515943,66,44,20,4.517637344,14.58083481,395.0214147,18.41980355,159,159
1/3/2025 8:00,22.02720976,65.35549924,6.272417541,83.73280082,63,35,16,4.246367203,10.23540314,412.9796765,11.81309399,160,160
2/3/2025 8:00,23.80546189,59.24537979,5.715208817,89.9622014,79,45,20,1.946336142,3.486653635,361.7889226,20.04085224,161,161
3/3/2025 8:00,18.52510753,69.0276233,5.773454729,88.10234397,72,60,25,8.915273024,3.138300671,436.4542997,18.10490215,162,162
4/3/2025 8:00,23.50297882,61.32026065,5.584171461,64.77791424,67,51,24,8.769848379,1.311725496,370.4720044,29.26467352,163,163
5/3/2025 8:00,26.54986394,72.89187265,5.787268394,73.33636055,86,36,24,9.406392646,19.15137594,390.852391,19.33172556,164,164
6/3/2025 8:00,19.29563411,69.63481219,5.77597783,83.21030571,76,48,18,2.006958576,17.95663202,363.026758,16.3011147,165,165
7/3/2025 8:00,20.68899915,59.4375337,6.864793607,103.651438,75,53,18,3.909939612,3.343960821,421.3026168,15.48119602,166,166
8/3/2025 8:00,19.32666088,68.034493,6.192360003,84.22969177,81,45,23,8.673550763,6.686084,377.5855723,26.57091351,167,167
9/3/2025 8:00,24.60532218,73.58868502,6.636803223,96.59195302,73,45,21,2.183508104,14.59940131,448.0666473,15.55441258,168,168
10/3/2025 8:00,22.27373646,59.52193158,5.826426917,67.96704792,71,35,24,2.869835784,15.55250412,369.1809943,15.74570394,169,169
11/3/2025 8:00,25.70196694,61.33450447,6.960358276,83.20711308,96,54,22,9.324581466,6.881733232,386.2676118,17.36397118,170,170
12/3/2025 8:00,19.20129357,68.30578978,6.11275104,87.85092352,99,39,18,7.534033871,19.14323711,426.647776,16.24721556,171,171
13/3/2025 8:00,21.70181447,60.47470519,6.708446922,95.71388473,62,48,20,9.308117936,17.67573775,403.7226708,18.87323059,172,172
14/3/2025 8:00,20.51716779,59.21235483,5.561510732,67.61013737,86,37,16,8.784357099,14.85995298,366.9931265,24.7797316,173,173
15/3/2025 8:00,23.30355338,73.62548442,5.873242491,97.59081274,94,50,19,8.371270673,3.954434061,435.568206,15.79416858,174,174
16/3/2025 8:00,24.2547451,55.64709899,6.995843776,64.23845455,76,39,24,4.043798907,4.804740482,424.6786166,15.11954628,175,175
17/3/2025 8:00,24.86374934,65.7420046,5.714799723,75.82270467,77,52,17,3.189709418,12.59276778,448.9233137,11.78722993,176,176
18/3/2025 8:00,22.6265115,65.77472881,6.78073637,88.17251033,74,39,23,7.310568444,7.629118354,352.9048807,27.32199653,177,177
19/3/2025 8:00,18.04185513,60.61494304,5.513697923,104.2321615,81,49,20,3.278206564,3.483211553,397.4356175,13.14026877,178,178
20/3/2025 8:00,23.26237612,72.33125523,5.798423908,67.10225139,63,42,21,1.955926065,4.095620811,365.4540672,17.31523562,179,179
21/3/2025 8:00,22.88330922,71.59722446,6.352471866,67.72777298,99,38,21,4.224056381,14.48123233,415.7635746,25.15275199,180,180
22/3/2025 8:00,25.97482359,69.36385721,6.822586546,103.2234212,90,52,25,4.599840118,16.58366488,442.5406299,21.98964007,181,181
23/3/2025 8:00,26.14384005,66.20569924,6.655426355,107.2361366,68,40,19,4.231116657,9.881363276,418.1281008,24.61074581,182,182
24/3/2025 8:00,18.66116213,61.55327249,6.121294041,75.03247667,60,57,24,7.947931522,3.060514275,406.4379211,23.85630017,183,183
25/3/2025 8:00,25.10787449,55.97732754,5.790770203,78.16077693,71,52,18,4.257854168,12.40338822,366.0808226,24.41885752,184,184
26/3/2025 8:00,23.33844615,59.24580604,6.47444292,105.0083144,61,59,17,7.015706358,14.5787459,387.5294137,22.22393867,185,185
27/3/2025 8:00,25.08239719,65.92195844,6.455116637,62.49190812,88,38,15,3.576891356,13.27122846,422.0594786,14.87098839,186,186
28/3/2025 8:00,25.36768364,72.52054555,6.606984086,107.9124111,65,60,22,7.741397001,13.22841089,408.2629919,15.39062702,187,187
29/3/2025 8:00,25.34217103,63.31801994,6.330554389,74.52082026,78,37,22,4.996667305,16.00044434,449.1137029,25.52928577,188,188
30/3/2025 8:00,25.00933355,67.816568,6.528631266,62.91359494,78,58,15,9.321755245,14.920389,382.7387502,21.41896953,189,189
31/3/2025 8:00,18.66746724,71.516474,5.721667141,69.93293255,92,60,23,7.763379453,8.015793974,370.5752005,29.79614445,190,190
1/4/2025 8:00,20.37999665,63.73849998,6.644205485,108.5054416,79,59,17,6.831260209,11.16376041,377.1710347,22.52220633,191,191
2/4/2025 8:00,18.09300227,72.61024172,6.376651091,78.96159541,91,55,15,4.08680504,1.451010014,429.0615905,22.16050305,192,192
3/4/2025 8:00,26.16985907,71.96246617,6.247040422,79.84925393,76,51,18,7.055220949,15.85709417,357.1869299,25.20314857,193,193
4/4/2025 8:00,18.65396672,61.37879671,6.656730008,93.62039175,87,48,25,2.519905146,17.25430693,418.1622369,10.82934021,194,194
5/4/2025 8:00,26.07470121,59.37147589,6.2048017,85.75692395,71,60,22,7.035000809,14.28539847,424.2189782,26.51320155,195,195
6/4/2025 8:00,18.92851916,72.80086137,6.158860284,82.34162918,90,57,24,9.399769904,2.905776711,357.4744616,14.20473307,196,196
7/4/2025 8:00,23.30546753,63.24648023,6.385684214,108.7603001,67,35,22,1.979137247,5.60058123,442.152463,14.64412261,197,197
8/4/2025 8:00,18.74826712,62.49878458,6.417820493,70.23401597,60,54,19,8.568352692,19.39889214,427.4913304,27.44332828,198,198
9/4/2025 8:00,19.74213321,59.66263104,6.381201909,65.50861389,83,58,23,5.080115728,18.83424164,357.1150807,23.87750584,199,199
10/4/2025 8:00,25.73044432,70.74739256,6.877869005,98.73771338,83,57,19,2.878568751,7.367576323,356.0946197,11.31850016,200,200
