Plant,Water_source_type,Irrigation_frequency (times/week),Water_usage_efficiency,Frost_risk,TimestampPerWeek
maize,River,6,3.85248935517238,64.4536680014874,2025-03-02
maize,Recycled,1,3.85041223632435,65.2462499216384,2025-03-02
maize,Recycled,3,2.93512502709245,78.4452577773176,2025-03-02
maize,Recycled,3,3.83216431171472,49.0703432501234,2025-03-02
maize,Groundwater,6,1.04529811569805,79.3547813421315,2025-03-09
maize,Recycled,3,1.76812078178493,17.0557772581792,2025-03-09
maize,River,3,1.89699729005361,80.4747861467936,2025-03-09
maize,Recycled,3,1.53039677103576,48.3695346387412,2025-03-09
maize,River,3,2.3898966024658,67.9403824761382,2025-03-09
maize,River,5,1.95442201124245,60.9982137704147,2025-03-09
maize,Recycled,3,3.54210686903876,18.1534607251717,2025-03-09
maize,Groundwater,1,1.10358245532472,7.52192193745773,2025-03-16
maize,Recycled,6,4.42717862133432,81.8295455929508,2025-03-16
maize,Recycled,4,2.69189384028075,21.8493806430256,2025-03-16
maize,River,4,1.32423161752441,49.3664607137875,2025-03-16
maize,River,1,1.19241916381955,7.37446010487421,2025-03-16
maize,Groundwater,4,2.24419242288682,95.2838581671136,2025-03-16
maize,Groundwater,4,2.03943554055036,55.5300122279842,2025-03-16
maize,Groundwater,6,4.06860126895171,39.9425033317542,2025-03-23
maize,Groundwater,1,2.56788144602729,8.06113152367054,2025-03-23
maize,Groundwater,2,1.11689024162541,38.3123582023382,2025-03-23
maize,Recycled,6,4.10362565003879,16.362786378114,2025-03-23
maize,Recycled,5,4.09170459542183,3.13062943008055,2025-03-23
maize,Recycled,2,2.87474967145394,89.5131308027762,2025-03-23
maize,Groundwater,4,3.00368339686139,4.53536337964725,2025-03-23
maize,Recycled,2,4.85573165952014,11.7613529224302,2025-03-30
maize,River,2,3.70465775741939,89.5613964029709,2025-03-30
maize,Recycled,5,2.71722889099599,68.8623402901612,2025-03-30
maize,Recycled,2,1.59642236220745,99.1862892798888,2025-03-30
maize,River,2,4.86315181451786,31.1295925410732,2025-03-30
maize,Recycled,6,2.82332358645462,33.9614744161334,2025-03-30
maize,Recycled,5,2.29580428112758,36.5974010401921,2025-03-30
maize,River,6,1.40179274496128,68.4390776215791,2025-04-06
maize,Groundwater,2,3.24567859462208,44.7394987106931,2025-04-06
maize,River,4,3.04629045272022,67.9022891350846,2025-04-06
maize,River,2,4.37668036535904,10.0172352409249,2025-04-06
maize,Groundwater,4,3.56596225980685,16.9077636318375,2025-04-06
maize,Recycled,6,2.62568571110322,34.1654871456801,2025-04-06
maize,Recycled,6,2.67508506484059,31.0245113349856,2025-04-06
maize,Recycled,4,1.13055154374163,40.395851596587,2025-04-13
maize,River,3,2.77874866921038,45.1590114450327,2025-04-13
maize,River,2,3.64113898166104,91.711483112636,2025-04-13
maize,River,6,4.1695748950379,25.9615163410203,2025-04-13
chickpea,Recycled,3,4.25447675831147,88.5992361020666,2025-01-05
chickpea,Recycled,6,3.30746013108307,10.0330238658999,2025-01-05
chickpea,Recycled,3,3.85143957870901,81.6399103153119,2025-01-05
chickpea,Groundwater,3,2.21003863150095,21.0046869918574,2025-01-05
chickpea,Groundwater,4,4.34538024065999,90.4789061312023,2025-01-05
chickpea,River,4,2.24240910798349,18.1903230316687,2025-01-12
chickpea,Groundwater,5,2.08130519342953,38.3566291998665,2025-01-12
chickpea,Recycled,4,1.49558490354039,75.2317787173821,2025-01-12
chickpea,Recycled,5,4.29157406907057,76.0963837885182,2025-01-12
chickpea,Groundwater,1,2.49066752962055,53.2298310415747,2025-01-12
chickpea,Recycled,1,1.85519404282443,81.5563432995885,2025-01-12
chickpea,Groundwater,5,4.71097589643278,45.7308997454234,2025-01-12
chickpea,Groundwater,5,2.1273331264862,37.463930604593,2025-01-19
chickpea,River,5,3.16385711953294,4.67921212659896,2025-01-19
chickpea,Groundwater,6,3.30472495060588,63.8292292309045,2025-01-19
chickpea,River,1,3.37361086300501,1.23394381968444,2025-01-19
chickpea,Groundwater,2,1.2757833484327,3.00749411195777,2025-01-19
chickpea,River,6,1.02351887235388,49.2350926235984,2025-01-19
chickpea,Recycled,1,1.20744887996756,55.028364776897,2025-01-19
chickpea,Recycled,6,3.55293876431195,3.02744112753907,2025-01-26
chickpea,Recycled,6,4.15855014842366,48.0128046731189,2025-01-26
chickpea,Groundwater,3,4.56171939243964,33.3198891100519,2025-01-26
chickpea,Recycled,5,1.29093008560643,18.8633855177968,2025-01-26
chickpea,Groundwater,5,1.89854166276326,1.93392694565959,2025-01-26
chickpea,Groundwater,5,4.26523446281083,37.4992851828412,2025-01-26
chickpea,Recycled,4,2.74860675920819,45.0418159538048,2025-01-26
chickpea,River,5,1.92802679012037,60.3362807784382,2025-02-02
chickpea,River,1,1.55000216335053,74.9325176041915,2025-02-02
chickpea,Groundwater,1,4.24244107586354,73.9864136818539,2025-02-02
chickpea,Groundwater,2,1.10730276865212,99.5148264839885,2025-02-02
chickpea,River,5,4.10061726743634,0.0549113208661022,2025-02-02
chickpea,Recycled,1,3.40387579536873,64.5887153801255,2025-02-02
chickpea,Groundwater,5,1.1421687978299,53.253543320398,2025-02-02
chickpea,Recycled,6,4.54301280239194,68.8301344035164,2025-02-09
chickpea,Recycled,5,2.97814869355578,67.1687583603435,2025-02-09
chickpea,Groundwater,3,3.41867786828623,64.4563023161202,2025-02-09
chickpea,Recycled,5,1.07028911852521,89.1827604575214,2025-02-09
chickpea,River,5,3.85525694354337,33.5087885697275,2025-02-09
chickpea,Groundwater,3,1.49041777299258,84.6898786823444,2025-02-09
chickpea,Recycled,1,1.83031285101125,77.2448468258024,2025-02-09
chickpea,Groundwater,6,3.95139829202168,34.9100976829298,2025-02-16
chickpea,Groundwater,6,4.66224659369228,83.3593642161393,2025-02-16
chickpea,Groundwater,4,1.05273319830284,4.33007229477815,2025-02-16
chickpea,Groundwater,1,4.55519685155601,47.4792530114059,2025-02-16
chickpea,Recycled,5,2.6565176066938,98.951339317668,2025-02-16
chickpea,Groundwater,6,3.34810218642374,2.05582388072512,2025-02-16
chickpea,Groundwater,1,1.61674513264241,93.8545671799164,2025-02-16
chickpea,Groundwater,5,4.43076375611366,30.3385279642568,2025-02-23
chickpea,River,1,4.57414796311535,63.0889574410345,2025-02-23
chickpea,Recycled,3,2.63655600440841,35.0227592720928,2025-02-23
chickpea,River,6,3.88183787431604,85.1038933354956,2025-02-23
chickpea,Groundwater,5,2.94063171739145,4.44260600781047,2025-02-23
chickpea,River,2,1.71323657734892,4.51277406671724,2025-02-23
chickpea,River,3,1.23323060962164,94.3862133483835,2025-02-23
chickpea,Recycled,6,4.90765882570965,62.2301322181326,2025-03-02
chickpea,Groundwater,2,3.17739051203771,20.173265540442,2025-03-02
chickpea,Recycled,1,2.28651427512856,72.3611760552554,2025-03-02
chickpea,River,3,2.92459454266386,86.224399884528,2025-03-02
chickpea,Groundwater,6,2.97658295371389,72.5960335304802,2025-03-02
chickpea,Groundwater,5,3.38191849990277,39.243362091305,2025-03-02
chickpea,Recycled,4,3.71075082247938,45.3478500078565,2025-03-02
chickpea,Recycled,5,4.73147263985435,95.3555353190981,2025-03-09
chickpea,Groundwater,5,2.56867121154816,39.925280914533,2025-03-09
chickpea,Recycled,1,1.98169345824642,72.8592856342668,2025-03-09
chickpea,Groundwater,6,4.93505823732284,17.8992691996998,2025-03-09
chickpea,River,4,1.53663629225973,79.3504009252393,2025-03-09
chickpea,Groundwater,5,4.24484216544347,12.4233170145063,2025-03-09
chickpea,River,2,3.30853536441193,23.948880802495,2025-03-09
chickpea,Recycled,5,4.46227898298532,48.7991936982574,2025-03-16
chickpea,River,3,1.37560672766958,94.7345825317369,2025-03-16
chickpea,River,3,1.39489240598253,56.8424100535088,2025-03-16
chickpea,Recycled,5,4.89586179093117,29.5345924742332,2025-03-16
chickpea,Groundwater,4,3.29623936282419,61.1928752093302,2025-03-16
chickpea,Groundwater,2,3.16615763784038,88.2846486414656,2025-03-16
chickpea,Groundwater,5,3.04909426247689,15.831080804176,2025-03-16
chickpea,River,4,3.36234048222151,9.49689799891796,2025-03-23
chickpea,Recycled,2,2.19735551739706,97.5400608962903,2025-03-23
chickpea,River,4,4.16045358835361,53.0758983836914,2025-03-23
chickpea,Recycled,2,2.73797226993299,95.0298103848115,2025-03-23
chickpea,Groundwater,5,3.25749219040806,71.0168018782571,2025-03-23
chickpea,Recycled,5,3.5850183919945,44.197849438576,2025-03-23
chickpea,Recycled,5,1.47528342402431,69.3219349962883,2025-03-23
chickpea,Recycled,6,1.67312467782144,16.36092240851,2025-03-30
chickpea,River,3,2.78463472748779,65.181685453701,2025-03-30
chickpea,Recycled,5,2.37257069623081,9.48952780281718,2025-03-30
chickpea,Groundwater,2,4.53968366639732,27.0784436372453,2025-03-30
chickpea,Groundwater,3,4.29548128656675,75.2684830430612,2025-03-30
chickpea,Groundwater,5,3.02496302401224,82.9124115259659,2025-03-30
chickpea,Recycled,5,3.22434477223582,34.6498043704539,2025-03-30
chickpea,Recycled,6,1.93119925475817,45.0106071421804,2025-04-06
chickpea,River,3,2.99867189859263,51.7646590878442,2025-04-06
chickpea,Recycled,3,3.18951357135951,30.9209274747625,2025-04-06
chickpea,Groundwater,1,2.41126290973125,95.7131196831138,2025-04-06
chickpea,River,5,2.16571229556109,44.1497199699124,2025-04-06
chickpea,River,3,1.66825428679789,37.5865314324883,2025-04-06
chickpea,Groundwater,3,3.51711166837606,24.1480378168607,2025-04-06
chickpea,River,6,3.98430066454071,57.7187586482352,2025-04-13
chickpea,River,5,4.88766482980445,97.9186209197854,2025-04-13
chickpea,Groundwater,2,3.05487900143304,47.7804658673481,2025-04-13
chickpea,River,4,2.97432560103117,40.6231620303575,2025-04-13
kidneybeans,Recycled,2,3.64307584670989,0.889860063621916,2025-01-05
kidneybeans,Groundwater,5,2.66545657243751,97.7289479786423,2025-01-05
kidneybeans,Groundwater,2,2.50152953470675,76.7677187446991,2025-01-05
kidneybeans,River,1,4.32442655355185,93.8963467688801,2025-01-05
kidneybeans,Recycled,5,3.74521411250599,71.977172085105,2025-01-05
kidneybeans,Groundwater,2,3.24643141955455,44.0061866101938,2025-01-12
kidneybeans,Groundwater,4,3.3061331420942,42.7477938774355,2025-01-12
kidneybeans,River,2,4.51428996822374,96.6182440715014,2025-01-12
kidneybeans,Recycled,1,2.09744794625707,32.9153482628429,2025-01-12
kidneybeans,Groundwater,4,3.45830321037993,8.09527837294847,2025-01-12
kidneybeans,River,4,2.74208473016089,91.6847163779303,2025-01-12
kidneybeans,Groundwater,1,1.41230900995775,4.43237202813585,2025-01-12
kidneybeans,Recycled,4,1.89689573701572,23.2785409596912,2025-01-19
kidneybeans,Recycled,5,3.67880001795082,24.3832151882591,2025-01-19
kidneybeans,Groundwater,3,2.05194984715986,18.3614305585374,2025-01-19
kidneybeans,River,3,4.93247200476745,40.4239213281604,2025-01-19
kidneybeans,Recycled,2,1.22556219211107,5.39996447984826,2025-01-19
kidneybeans,Recycled,4,4.24153963693231,25.7596884956611,2025-01-19
kidneybeans,River,5,2.99891385834741,36.688059027811,2025-01-19
kidneybeans,Groundwater,2,4.43942881544736,15.6398869469261,2025-01-26
kidneybeans,Groundwater,5,1.51121113817337,13.3109895293876,2025-01-26
kidneybeans,Recycled,6,4.02670643849944,82.7738866333289,2025-01-26
kidneybeans,Groundwater,3,3.64334223930525,78.9590011399036,2025-01-26
kidneybeans,River,2,1.74853261776934,18.7028513346275,2025-01-26
kidneybeans,River,5,3.94067794540593,17.9562828837176,2025-01-26
kidneybeans,Groundwater,2,2.25964444204685,68.8963694783105,2025-01-26
kidneybeans,Recycled,5,2.87299513222695,69.2043942410171,2025-02-02
kidneybeans,Groundwater,3,3.6768299173114,75.4426076988803,2025-02-02
kidneybeans,Groundwater,4,1.04618587040804,90.8721373554815,2025-02-02
kidneybeans,Groundwater,2,3.33664055451165,45.0912589059311,2025-02-02
kidneybeans,Groundwater,4,3.97108154349699,55.2334330569819,2025-02-02
kidneybeans,Groundwater,2,2.85141468188987,71.6776728210849,2025-02-02
kidneybeans,River,2,3.8326836792905,2.00423997922504,2025-02-02
kidneybeans,Groundwater,1,1.64807665974795,93.7306447011146,2025-02-09
kidneybeans,Groundwater,3,4.65990656822642,83.8465679940005,2025-02-09
kidneybeans,Recycled,6,1.65794249272152,90.1951639349122,2025-02-09
kidneybeans,River,4,2.11173628192852,84.6166227041781,2025-02-09
kidneybeans,River,1,3.22798431284929,80.0729149940831,2025-02-09
kidneybeans,Groundwater,3,4.01032440417437,69.7295576733037,2025-02-09
kidneybeans,River,4,1.23483284639765,8.72047494150689,2025-02-09
kidneybeans,Groundwater,3,2.0174111864995,73.0591027911533,2025-02-16
kidneybeans,River,3,3.02542087416283,72.9580284037115,2025-02-16
kidneybeans,Recycled,5,4.83932192177244,33.8137290075565,2025-02-16
kidneybeans,Groundwater,3,1.05239717834847,75.2931320992041,2025-02-16
kidneybeans,River,3,2.55756735327005,29.5647887454129,2025-02-16
kidneybeans,River,4,3.02706801286718,0.483116442646014,2025-02-16
kidneybeans,River,3,2.93892060470896,8.41672148396456,2025-02-16
kidneybeans,River,6,2.78524516520651,10.1028443841455,2025-02-23
kidneybeans,River,4,2.28739679133334,45.2275499509289,2025-02-23
kidneybeans,Groundwater,3,1.40030889162886,84.9688334273287,2025-02-23
kidneybeans,Recycled,4,1.01149767043075,74.1229139669811,2025-02-23
kidneybeans,River,5,3.00363415565577,60.6630993763171,2025-02-23
kidneybeans,Groundwater,1,3.34862442557698,12.5789473447436,2025-02-23
kidneybeans,River,5,4.72240654536139,79.252279971044,2025-02-23
kidneybeans,River,1,3.77151640594099,80.7278953802093,2025-03-02
kidneybeans,Groundwater,1,3.97612537240174,36.5727425304819,2025-03-02
kidneybeans,Groundwater,6,4.36035078066789,17.0094827445252,2025-03-02
kidneybeans,Groundwater,1,4.83469925557122,56.4999657926461,2025-03-02
kidneybeans,Groundwater,3,4.43953390310162,88.1228354280323,2025-03-02
kidneybeans,Recycled,6,3.1681374571396,93.1934393698681,2025-03-02
kidneybeans,Groundwater,2,4.70471159185284,96.1802944131978,2025-03-02
kidneybeans,Groundwater,5,4.50697348332702,80.4064515179604,2025-03-09
kidneybeans,River,1,3.58177096093154,59.7999054244455,2025-03-09
kidneybeans,Recycled,2,4.64621753515631,73.2227465107654,2025-03-09
kidneybeans,Recycled,5,3.05958046662861,6.60722469222104,2025-03-09
kidneybeans,Groundwater,6,1.65639791456395,41.4099144620857,2025-03-09
kidneybeans,River,4,2.08173784756879,82.9274483489468,2025-03-09
kidneybeans,River,3,4.10944136778183,74.9415573785543,2025-03-09
kidneybeans,River,1,1.74892164617429,98.4496254717086,2025-03-16
kidneybeans,Recycled,6,1.33494613350524,13.9527258153292,2025-03-16
kidneybeans,River,1,4.91441458536059,66.6880855017619,2025-03-16
kidneybeans,Recycled,2,1.55698474010069,41.5564897329334,2025-03-16
kidneybeans,River,2,4.7491396333709,86.7559031421758,2025-03-16
kidneybeans,Recycled,1,1.28259869040224,47.4563482959665,2025-03-16
kidneybeans,River,3,4.8226981534347,87.1132603855511,2025-03-16
kidneybeans,Recycled,3,1.16989061694964,99.7556766409778,2025-03-23
kidneybeans,River,6,1.85143842144211,66.4930553678645,2025-03-23
kidneybeans,River,1,3.75724786365434,73.6578295676083,2025-03-23
kidneybeans,River,2,1.56117867857072,55.0613448616388,2025-03-23
kidneybeans,River,5,3.92544058882634,32.733592368325,2025-03-23
kidneybeans,Groundwater,6,4.21378833298526,98.199568980946,2025-03-23
kidneybeans,Groundwater,4,1.04028996412515,17.3226484693273,2025-03-23
kidneybeans,Groundwater,5,4.64864069710048,0.612337234127891,2025-03-30
kidneybeans,Groundwater,3,4.11016826171949,59.3599542461128,2025-03-30
kidneybeans,Groundwater,6,4.96395052211484,63.7988492904636,2025-03-30
kidneybeans,Recycled,1,1.08953703769266,91.3182641060016,2025-03-30
kidneybeans,River,4,4.77666825984987,88.061568049923,2025-03-30
kidneybeans,Groundwater,6,1.96145776828702,78.2811505275078,2025-03-30
kidneybeans,Groundwater,3,4.60285052531086,34.384652488605,2025-03-30
kidneybeans,Groundwater,2,4.29210592438222,40.701911781094,2025-04-06
kidneybeans,River,6,2.3290332264746,67.490911656576,2025-04-06
kidneybeans,River,3,3.92759615340176,7.08351431021889,2025-04-06
kidneybeans,River,2,3.52185953771631,84.7465038625753,2025-04-06
kidneybeans,River,5,4.24186212537365,48.0218463266033,2025-04-06
kidneybeans,Groundwater,3,2.31939012382727,66.7351311358672,2025-04-06
kidneybeans,Groundwater,6,3.40838439988435,76.3669396370864,2025-04-06
kidneybeans,Recycled,1,3.50334129838406,49.7198841237377,2025-04-13
kidneybeans,River,1,1.63149361587363,28.6166580636077,2025-04-13
kidneybeans,River,6,2.25481311172348,86.3256713601544,2025-04-13
kidneybeans,River,6,2.54230636694227,1.48205182328452,2025-04-13
pigeonpeas,Recycled,3,2.14969134201455,0.411891324286139,2025-01-05
pigeonpeas,Recycled,5,4.11701394571906,13.3131489578641,2025-01-05
pigeonpeas,River,5,4.6495955556186,10.2630290618953,2025-01-05
pigeonpeas,Recycled,5,2.14740451454629,8.27716646724056,2025-01-05
pigeonpeas,Groundwater,6,4.51999652408127,73.210630391249,2025-01-05
pigeonpeas,River,4,1.70754084992073,87.6693927680092,2025-01-12
pigeonpeas,Recycled,1,2.35702859026446,79.9544288665469,2025-01-12
pigeonpeas,Groundwater,3,3.53800842674557,96.4754676198541,2025-01-12
pigeonpeas,Groundwater,1,2.41479977893733,87.2395566975669,2025-01-12
pigeonpeas,Recycled,2,3.36359767193341,91.4893209555101,2025-01-12
